13.0783 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
15.8601 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
15.8610 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
16.0601 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x17471f010>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x17471f070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x174680be0>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.0602 	EXP 	window1: backgroundImage = ''
16.0602 	EXP 	window1: backgroundFit = 'none'
16.0701 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0710 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0716 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0724 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0737 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0739 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0743 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.0747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
