3.5968 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.5973 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
3.8055 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe7f1b89bb0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe7f1b89af0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe7f07e85e0>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.8055 	EXP 	window1: backgroundImage = ''
3.8055 	EXP 	window1: backgroundFit = 'none'
3.8176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8181 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8193 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8200 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8214 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8217 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8219 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8234 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8238 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8248 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8256 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8265 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8272 	DEBUG 	Uploading Texture Font fontname to graphics card
3.8310 	DEBUG 	Upload of Texture Font fontname complete
3.8364 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8372 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8378 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.8380 	DEBUG 	Uploading Texture Font fontname to graphics card
3.8399 	DEBUG 	Upload of Texture Font fontname complete
3.8415 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.8415 	EXP 	window1: recordFrameIntervals = False
3.9629 	EXP 	window1: recordFrameIntervals = True
4.8107 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

4.8193 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8199 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8208 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8220 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8239 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8252 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8271 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8275 	DEBUG 	Uploading Texture Font fontname to graphics card
4.8305 	DEBUG 	Upload of Texture Font fontname complete
4.8492 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.0794 	INFO 	keyboard.Keyboard is using iohub backend.
7.0794 	INFO 	keyboard.Keyboard is using iohub backend.
7.0794 	INFO 	keyboard.Keyboard is using iohub backend.
