12.0116 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
13.2635 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.2645 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
13.4209 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x1726c7010>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x1726c7070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1725c0be0>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.4209 	EXP 	window1: backgroundImage = ''
13.4209 	EXP 	window1: backgroundFit = 'none'
13.4278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4287 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4298 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4305 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4310 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4313 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4318 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4322 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4326 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4337 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4341 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
