3.5747 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.5757 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
3.7304 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaba5a57c0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fcaba5a56d0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fcaba1fc250>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.7304 	EXP 	window1: backgroundImage = ''
3.7304 	EXP 	window1: backgroundFit = 'none'
3.7380 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7385 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7389 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7395 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7400 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7403 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7407 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7416 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7421 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7425 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7429 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7433 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7436 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7441 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7445 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7447 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7456 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7458 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7460 	DEBUG 	Uploading Texture Font fontname to graphics card
3.7490 	DEBUG 	Upload of Texture Font fontname complete
3.7536 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7542 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7548 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.7549 	DEBUG 	Uploading Texture Font fontname to graphics card
3.7566 	DEBUG 	Upload of Texture Font fontname complete
3.7579 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.7579 	EXP 	window1: recordFrameIntervals = False
3.8841 	EXP 	window1: recordFrameIntervals = True
4.7312 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

4.7392 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7398 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7407 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7431 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7442 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7446 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7455 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7466 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.7478 	DEBUG 	Uploading Texture Font fontname to graphics card
4.7509 	DEBUG 	Upload of Texture Font fontname complete
4.7697 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.5386 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5387 	INFO 	keyboard.Keyboard is using iohub backend.
6.5388 	INFO 	keyboard.Keyboard is using iohub backend.
6.5388 	INFO 	keyboard.Keyboard is using iohub backend.
6.5388 	EXP 	simplestop_skeleton: status = STARTED
6.5687 	EXP 	Created welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.045, italic=False, languageStyle='LTR', name='welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
