12.1104 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
13.7887 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.7897 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
13.9474 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x1745368f0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x174536950>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x174570a00>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.9474 	EXP 	window1: backgroundImage = ''
13.9474 	EXP 	window1: backgroundFit = 'none'
13.9554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9559 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9570 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9576 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9578 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9583 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9589 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9590 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9596 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9601 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9605 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9609 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9612 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9617 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9626 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9632 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9634 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9635 	DEBUG 	Uploading Texture Font fontname to graphics card
13.9665 	DEBUG 	Upload of Texture Font fontname complete
13.9703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9709 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.9716 	DEBUG 	Uploading Texture Font fontname to graphics card
13.9733 	DEBUG 	Upload of Texture Font fontname complete
13.9744 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.9744 	EXP 	window1: recordFrameIntervals = False
14.0850 	EXP 	window1: recordFrameIntervals = True
14.9923 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.0021 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0028 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0041 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0058 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0071 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0084 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0090 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0124 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.0128 	DEBUG 	Uploading Texture Font fontname to graphics card
15.0159 	DEBUG 	Upload of Texture Font fontname complete
15.0338 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
16.9336 	INFO 	keyboard.Keyboard is using iohub backend.
16.9336 	INFO 	keyboard.Keyboard is using iohub backend.
16.9336 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9337 	INFO 	keyboard.Keyboard is using iohub backend.
16.9338 	EXP 	simplestop_skeleton: status = STARTED
