12.3483 	WARNING 	Font Manager failed to load file /System/Library/PrivateFrameworks/FontServices.framework/Resources/Reserved/PingFangUI.ttc
14.0972 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
14.0985 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
14.2628 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x17261f010>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x17261f070>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1722083d0>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.2629 	EXP 	window1: backgroundImage = ''
14.2629 	EXP 	window1: backgroundFit = 'none'
14.2693 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2720 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2726 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2729 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2737 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2741 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2753 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2771 	DEBUG 	Uploading Texture Font fontname to graphics card
14.2804 	DEBUG 	Upload of Texture Font fontname complete
14.2842 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
