3.1649 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.1660 	INFO 	Loaded monitor calibration from ['2025_01_07 12:59']
3.3182 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc670cf9970>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc670cf98b0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc670c213a0>, multiSample=False, name='window1', numSamples=2, pos=[356.0, 191.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3182 	EXP 	window1: backgroundImage = ''
3.3182 	EXP 	window1: backgroundFit = 'none'
3.3253 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3258 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3274 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3277 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3281 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3287 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3289 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3291 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3295 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3300 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3308 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3326 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3332 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3334 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3336 	DEBUG 	Uploading Texture Font fontname to graphics card
3.3364 	DEBUG 	Upload of Texture Font fontname complete
3.3408 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3420 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.3421 	DEBUG 	Uploading Texture Font fontname to graphics card
3.3438 	DEBUG 	Upload of Texture Font fontname complete
3.3451 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.3451 	EXP 	window1: recordFrameIntervals = False
3.4595 	EXP 	window1: recordFrameIntervals = True
4.3074 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

4.3159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3165 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3174 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3198 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3210 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3215 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3225 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.3249 	DEBUG 	Uploading Texture Font fontname to graphics card
4.3277 	DEBUG 	Upload of Texture Font fontname complete
4.3454 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.0566 	INFO 	keyboard.Keyboard is using iohub backend.
6.0566 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0567 	INFO 	keyboard.Keyboard is using iohub backend.
6.0568 	INFO 	keyboard.Keyboard is using iohub backend.
6.0568 	EXP 	simplestop_skeleton: status = STARTED
6.0822 	EXP 	Created welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.045, italic=False, languageStyle='LTR', name='welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.1096 	EXP 	Created instrStopText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='instrStopText', opacity=1, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
